event,latency
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",73
"{'situation': 'NoWaterPeople', 'object': 'School'}",19
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",5
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1723
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1701
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1679
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1665
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1651
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1629
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1747
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1748
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1346
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1296
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1475
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1479
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1465
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1443
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1447
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1421
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1428
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1364
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1332
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",917
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1277
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1057
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1049
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",991
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",983
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",933
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",899
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",761
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",753
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",739
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",725
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",131
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",87
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",81
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",0
"{'situation': 'TrafficJam', 'object': 'School'}",64
"{'situation': 'TrafficJam', 'object': 'School'}",54
"{'situation': 'TrafficJam', 'object': 'School'}",44
"{'situation': 'TrafficJam', 'object': 'School'}",34
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",9
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",0
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",0
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoWaterPeople', 'object': 'Family'}",571
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",211
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",302
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",56
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1828
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1806
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1784
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1770
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1756
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1734
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1852
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1853
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1451
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1401
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1580
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1584
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1570
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1548
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1552
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1526
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1533
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1469
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1437
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1022
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1382
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1162
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1154
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1096
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1088
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1038
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1004
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",866
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",858
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",844
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",830
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",236
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",192
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",186
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",118
"{'situation': 'NoWaterPeople', 'object': 'School'}",106
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",82
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",58
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",23
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",19
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1931
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1932
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1659
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1663
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1649
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1627
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1631
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1605
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1612
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1548
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1516
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1101
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1461
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1241
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1233
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1175
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1167
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1117
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1083
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",945
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",937
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",923
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",909
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1530
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1480
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",712
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",528
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",365
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",456
"{'situation': 'NoWaterPeople', 'object': 'Family'}",725
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",149
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",97
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",45
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",315
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",271
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",265
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",929
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",713
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",403
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",257
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",591
"{'situation': 'TrafficJam', 'object': 'School'}",488
"{'situation': 'TrafficJam', 'object': 'School'}",412
"{'situation': 'TrafficJam', 'object': 'School'}",402
"{'situation': 'TrafficJam', 'object': 'School'}",392
"{'situation': 'TrafficJam', 'object': 'School'}",382
"{'situation': 'TrafficJam', 'object': 'School'}",376
"{'situation': 'TrafficJam', 'object': 'School'}",338
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",313
"{'situation': 'TrafficJam', 'object': 'School'}",288
"{'situation': 'TrafficJam', 'object': 'School'}",264
"{'situation': 'TrafficJam', 'object': 'School'}",244
"{'situation': 'TrafficJam', 'object': 'School'}",234
"{'situation': 'TrafficJam', 'object': 'School'}",224
"{'situation': 'TrafficJam', 'object': 'School'}",214
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",189
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",239
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",211
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",183
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",442
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",466
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",450
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",434
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",420
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",418
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",402
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",306
"{'situation': 'BlockedBuilding', 'object': 'Family'}",228
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",216
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",210
"{'situation': 'PanickedPeople', 'object': 'Students'}",47
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",61
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",17
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",19
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",533
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",517
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",501
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",509
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",485
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",487
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",469
"{'situation': 'NoWaterPeople', 'object': 'Family'}",353
"{'situation': 'NoWaterPeople', 'object': 'Family'}",275
"{'situation': 'NoWaterPeople', 'object': 'Family'}",159
"{'situation': 'NoWaterPeople', 'object': 'Family'}",113
"{'situation': 'NoWaterPeople', 'object': 'Family'}",101
"{'situation': 'NoWaterPeople', 'object': 'Family'}",21
"{'situation': 'NoWaterPeople', 'object': 'Family'}",9
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",0
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",18
"{'situation': 'BlockedBuilding', 'object': 'Family'}",263
"{'situation': 'BlockedBuilding', 'object': 'Family'}",238
"{'situation': 'BlockedBuilding', 'object': 'Family'}",32
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2030
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2030
"{'situation': 'PanickedPeople', 'object': 'Family'}",1976
"{'situation': 'PanickedPeople', 'object': 'Students'}",1967
"{'situation': 'PanickedPeople', 'object': 'Family'}",1857
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",1133
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",1121
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1996
"{'situation': 'NoWaterPeople', 'object': 'School'}",1310
"{'situation': 'NoWaterPeople', 'object': 'School'}",1302
"{'situation': 'NoWaterPeople', 'object': 'School'}",1272
"{'situation': 'NoWaterPeople', 'object': 'School'}",1264
"{'situation': 'NoWaterPeople', 'object': 'School'}",1234
"{'situation': 'NoWaterPeople', 'object': 'School'}",1226
"{'situation': 'NoWaterPeople', 'object': 'School'}",1196
"{'situation': 'NoWaterPeople', 'object': 'School'}",1166
"{'situation': 'NoWaterPeople', 'object': 'School'}",1082
"{'situation': 'NoWaterPeople', 'object': 'School'}",1066
"{'situation': 'NoWaterPeople', 'object': 'School'}",1058
"{'situation': 'NoWaterPeople', 'object': 'School'}",1050
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",926
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",869
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",847
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",757
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",659
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",653
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",647
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",613
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",587
"{'situation': 'BlockedBuilding', 'object': 'Family'}",581
"{'situation': 'BlockedBuilding', 'object': 'Family'}",559
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",553
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",519
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",503
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",497
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",440
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",416
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",406
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1600
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1592
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1570
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1556
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1534
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1516
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1399
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1267
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1245
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1237
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1070
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1048
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1000
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1118
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1083
"{'situation': 'BlockedBuilding', 'object': 'Family'}",995
"{'situation': 'BlockedBuilding', 'object': 'Family'}",954
"{'situation': 'BlockedBuilding', 'object': 'Family'}",939
"{'situation': 'BlockedBuilding', 'object': 'Family'}",851
"{'situation': 'BlockedBuilding', 'object': 'Family'}",695
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",552
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",207
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",193
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",179
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",464
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",555
"{'situation': 'NoWaterPeople', 'object': 'Family'}",824
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",248
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",196
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",144
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",414
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",370
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",364
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1028
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",812
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",502
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",356
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",690
"{'situation': 'TrafficJam', 'object': 'School'}",587
"{'situation': 'TrafficJam', 'object': 'School'}",511
"{'situation': 'TrafficJam', 'object': 'School'}",501
"{'situation': 'TrafficJam', 'object': 'School'}",491
"{'situation': 'TrafficJam', 'object': 'School'}",481
"{'situation': 'TrafficJam', 'object': 'School'}",475
"{'situation': 'TrafficJam', 'object': 'School'}",437
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",412
"{'situation': 'TrafficJam', 'object': 'School'}",387
"{'situation': 'TrafficJam', 'object': 'School'}",363
"{'situation': 'TrafficJam', 'object': 'School'}",343
"{'situation': 'TrafficJam', 'object': 'School'}",333
"{'situation': 'TrafficJam', 'object': 'School'}",323
"{'situation': 'TrafficJam', 'object': 'School'}",313
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",288
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",338
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",310
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",282
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",140
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",96
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",49
"{'situation': 'CollapsedBuilding', 'object': 'Family'}",1000
"{'situation': 'CollapsedBuilding', 'object': 'Family'}",800
"{'situation': 'FloodedBuilding', 'object': 'Students'}",2014
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1992
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1970
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1956
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1942
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1920
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",2038
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",2039
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1637
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1587
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",2018
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",2038
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",2038
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1994
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1999
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1974
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1968
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1931
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1932
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1818
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",2008
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1998
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1988
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1963
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1918
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1888
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1831
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1806
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1796
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1779
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1769
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1756
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1744
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1746
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1736
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1696
"{'situation': 'NoWaterPeople', 'object': 'Family'}",2005
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1987
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1996
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1962
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1702
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1666
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1658
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1660
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1847
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1660
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1633
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1622
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1595
"{'situation': 'TrafficJam', 'object': 'School'}",1492
"{'situation': 'TrafficJam', 'object': 'School'}",1436
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1592
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1556
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1531
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1546
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1455
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1515
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1497
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1460
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1416
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1378
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1333
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1784
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1769
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1744
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1729
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1641
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1553
"{'situation': 'TrafficJam', 'object': 'School'}",1230
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1766
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1770
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1756
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1734
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1738
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1712
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1719
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1655
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1623
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1208
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1568
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1348
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1340
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1282
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1274
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1224
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1190
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1052
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1044
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1030
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1016
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1703
"{'situation': 'TrafficJam', 'object': 'School'}",1566
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1541
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1535
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1495
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1461
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1455
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1239
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1205
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1199
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1053
"{'situation': 'TrafficJam', 'object': 'School'}",1141
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1857
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1849
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1827
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",1821
"{'situation': 'PanickedPeople', 'object': 'Students'}",1706
"{'situation': 'PanickedPeople', 'object': 'Students'}",1700
"{'situation': 'PanickedPeople', 'object': 'Students'}",1690
"{'situation': 'PanickedPeople', 'object': 'Students'}",1684
"{'situation': 'PanickedPeople', 'object': 'Students'}",1674
"{'situation': 'PanickedPeople', 'object': 'Students'}",1656
"{'situation': 'PanickedPeople', 'object': 'Students'}",1638
"{'situation': 'PanickedPeople', 'object': 'Students'}",1590
"{'situation': 'PanickedPeople', 'object': 'Students'}",1584
"{'situation': 'PanickedPeople', 'object': 'Students'}",1519
"{'situation': 'PanickedPeople', 'object': 'Students'}",1509
"{'situation': 'PanickedPeople', 'object': 'Students'}",1338
"{'situation': 'PanickedPeople', 'object': 'Students'}",1320
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",1302
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",1296
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1290
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",1280
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1244
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1222
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1105
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1845
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1785
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1600
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1584
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1696
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1668
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1652
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1582
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1369
